Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Reves;Barrido Fuerte;Match Duration
Line Kjaersfeldt;"-2;-25 (5)";24;1;7;1995640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Line Kjaersfeldt;Backhand short service;5;;Construccion;;;;;
Clara Azurmendi;"2;17 (1)";24;2;3;1996560;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;Finta;Construccion;;;;;
Line Kjaersfeldt;"-5;2 (1)";24;3;2;1996600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (64);24;;;1999640;16080;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (65);25;;;2015720;4320;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"2;-25 (5)";25;1;6;2013720;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;6;;Construccion;;;;;
Clara Azurmendi;"-6;16 (1)";25;2;2;2014640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;;Construccion;;;;;
Line Kjaersfeldt;"-13;-54 (2)";25;3;12;2014640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-15;4 (1)";25;4;1;2014640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;;;;;
Line Kjaersfeldt;"-11;-7 (2)";25;5;4;2014640;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-10;1 (1)";25;6;1;2017680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Error Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (65);25;;;2020040;17680;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (66);26;;;2037720;15040;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;24 (7)";26;1;7;2035720;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand flick;11;;Construccion;;;;;
Line Kjaersfeldt;"-14;-54 (3)";26;2;12;2036760;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Attack;;;;;
Clara Azurmendi;"-13;33 (1)";26;3;5;2036800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Defence;;;;;
Line Kjaersfeldt;"-9;-53 (1)";26;4;12;2037240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-14;56 (4)";26;5;9;2037240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"12;-16 (2)";26;6;1;2037240;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Clara Azurmendi;"13;55 (6)";26;7;12;2040200;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;F;
Line Kjaersfeldt;"14;-40 (2)";26;8;5;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;;;;;
Clara Azurmendi;"4;11 (1)";26;9;3;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Line Kjaersfeldt;"-2;-12 (1)";26;10;3;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Clara Azurmendi;"-13;55 (2)";26;11;9;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"14;-16 (2)";26;12;1;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"14;54 (3)";26;13;12;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Line Kjaersfeldt;"-14;-55 (10)";26;14;12;2041160;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Clara Azurmendi;"13;12 (1)";26;15;4;2047600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Line Kjaersfeldt;"-13;-7 (1)";26;16;4;2048680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-12;1 (1)";26;17;1;2048680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (66);26;;;2052760;19200;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (67);27;;;2071960;5480;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-3;25 (3)";27;1;6;2069960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand short service;6;;Construccion;;;;;
Line Kjaersfeldt;"5;-16 (1)";27;2;2;2070920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;;Construccion;;;;;
Clara Azurmendi;"11;10 (2)";27;3;4;2070920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"12;-6 (1)";27;4;1;2070920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Clara Azurmendi;"14;54 (4)";27;5;12;2073320;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Line Kjaersfeldt;"-5;1 (1)";27;6;2;2073320;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (67);27;;;2077440;19640;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (68);28;;;2097080;6880;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"-2;-27 (3)";28;1;7;2095080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Line Kjaersfeldt;Backhand short service;5;;Construccion;;;;;
Clara Azurmendi;"4;16 (3)";28;2;3;2096000;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-55 (4)";28;3;9;2096000;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"13;37 (1)";28;4;8;2096920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"-10;-55 (2)";28;5;12;2097360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-11;55 (1)";28;6;9;2097360;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Line Kjaersfeldt;"-14;-40 (1)";28;7;8;2099120;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Clara Azurmendi;"-14;7 (2)";28;8;1;2099800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-56 (3)";28;9;9;2099800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (68);28;;;2103960;17040;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (69);29;;;2121000;5920;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;26 (3)";29;1;7;2119000;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand flick;11;;Construccion;;;;;
Line Kjaersfeldt;"-14;-56 (3)";29;2;12;2119960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"15;14 (1)";29;3;4;2119960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-55 (5)";29;4;9;2119960;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Clara Azurmendi;"13;9 (2)";29;5;4;2122040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"15;-8 (1)";29;6;1;2122040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Clara Azurmendi;"15;1 (1)";29;7;4;2124040;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Error Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (69);29;;;2126920;16080;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (70);30;;;2143000;5680;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-2;23 (3)";30;1;6;2141000;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand short service;2;;Construccion;;;;;
Line Kjaersfeldt;"5;-18 (4)";30;2;2;2142080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;;Construccion;;;;;
Clara Azurmendi;"15;53 (1)";30;3;12;2142080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Attack;;;;;
Line Kjaersfeldt;"15;-39 (2)";30;4;5;2143560;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Defence;;;;;
Clara Azurmendi;"-10;11 (1)";30;5;1;2143920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"-15;-42 (1)";30;6;8;2143920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Construccion;;;;;
Clara Azurmendi;"-12;54 (1)";30;7;9;2143920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Line Kjaersfeldt;"-15;-35 (1)";30;8;8;2146000;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Construccion;Winner Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (70);30;;;2148680;17120;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (71);31;;;2165800;4480;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;25 (6)";31;1;7;2163800;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand flick;10;;Construccion;;;;;
Line Kjaersfeldt;"-10;-54 (1)";31;2;12;2164840;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"-14;14 (2)";31;3;1;2164840;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Line Kjaersfeldt;"-14;-8 (2)";31;4;4;2165840;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-14;55 (11)";31;5;9;2165840;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (71);31;;;2170280;20800;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (72);32;;;2191080;8600;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"2;-25 (6)";32;1;6;2189080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;5;;Construccion;;;;;
Clara Azurmendi;"-4;15 (2)";32;2;2;2190080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;Modificada;Construccion;;;;;
Line Kjaersfeldt;"13;-16 (3)";32;3;1;2190080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"14;56 (3)";32;4;12;2190080;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Attack;;;;;
Line Kjaersfeldt;"-4;-36 (1)";32;5;7;2192560;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Defence;;;;;
Clara Azurmendi;"-11;9 (1)";32;6;1;2192600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"-3;-9 (1)";32;7;3;2192600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Clara Azurmendi;"14;56 (4)";32;8;12;2192600;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"12;-55 (1)";32;9;9;2195680;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"-19;30 (1)";32;10;Out;2196920;5000;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;OUT SIDE;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (72);32;;;2199680;0;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Match Duration (1);32;;;205800;1993880;5;ESP;DEN;After;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;Match Duration
